ID	QuestionBody	wikipediaURL	movieName
743	I saw this approximately 2010-2012. Main character in a office building when aliens made of light attack. Style of the short series was 1960’s retro black in white but done in 2000’s. A NASA Orion era astronaut comes to the rescue, sent by I think a moon base? (not sure on that) who he has intermittent contact with. NASA astronaut comes with his gun full of bullets, apparently made of light only thing able to kill the light aliens. They have a adventure and at the end they disarm some bomb in a parking garage. Eventually they split paths. NASA is shown on Mercury? in conflict with someone else. While the man in the office gets a package with a bunch of the light bullets. This was in English. On a ComCast on Demand channel, somewhere in some independent? sci-fi channel.	https://en.wikipedia.org/wiki/The_Mercury_Men	The Mercury Men
1068	I was a kid when I saw this on TV in the 70s so my memory of it is sketchy.  It scared the crap out of me.  It had something to do with the mystery of the Bermuda Triangle.  There are people on a boat where one by one they die after they rescue someone from the ocean.  I think that rescued person is a evil entity that ends up taking over the body of each dead person like a meat suit to continue killing people.  There’s a scene where a dead person seems to be levitating in the air, but as the camera pans, you can see that the body is actually speared by a swordfish that is mounted on the wall of the boat.  Some how they are able to call the Coast Guard and get rescued.  Except the bad person (who made it onto the helicopter) managed to cause the chopper to go down killing everyone.  You see the dead bodies floating in the water … camera zooms to one of the dead Guardsman with his face in the water.  But then he lifts his head and gives a evil grin showing he’s alive.  So basically the evil that has been haunting the Bermuda Triangle continues on in the one entity that moves from one dead body to another.  	https://en.wikipedia.org/wiki/Satan's_Triangle	Satan's Triangle
164	I think that the movie was about a teenager/young adult somehow ending up in another dimension trying to save his girlfriend or something like that. There’s a bald (and scarred?) cop in sunglasses that apprehends the teenager at some point and cuffs him with handcuffs that consists of two hands chained to each other. I might making this one up, but I think that the cops sunglasses breaks towards the end and that it kills him. If so, sorry for the spoiler.. ? In another scene towards the end a succubus tries to trick the teenager into having sex with her, but the teenager notices the succubus’s tail. The world/dimension is some kind of post-apocalyptic desert wasteland. I reckon this movie might be from the late 80’s or early 90’s and it’s an American movie.	https://en.wikipedia.org/wiki/Highway_to_Hell_(film)	Highway to Hell (film)
425	I just re,ember this one specific scene in a 1980’s action movie that starred a actor who does action moves (can’t remember who it was).   The scene has these bad guys chasing them in a small town.  They break into a gun store or military surplus store and steal guns and stuff.  One of the guy get a LAW (light anti-tank weapon) and shots it into one of the businesses on the street.  He then yells “I LIKE IT!!!”  Then they take off to do more damage.  	https://en.wikipedia.org/wiki/RoboCop	RoboCop
629	the approximate date you saw it, – I dont recall mid to late 80’s whether it was in English or another language – English whether you saw it on TV (it might be a TV episode rather than a movie) – I remember seeing it on KTLA movie night (channel 5 in L.A. area). whether it was in color or black and white – Color anything else you can think of that might help pinpoint the film. – unknown  I dont remember the  whole movie only parts. Things that could be Key would be the house/setting was a desert home i believe in Arizona. I remember seeing some kind of pyramid shaped portal or door close to or even in the bayrad of the house. another thing i recall seeing in the movie was small ufo’s flying through the house.  	https://en.wikipedia.org/wiki/The_Day_Time_Ended	The Day Time Ended
894	The movie is something I saw sometime 1996-1997 on cable tv. The movie is about a teenage girl who paints or studies fine arts and lives by herself. She is a bit sexual. She then begins to have an affair with her older and married arts/painting instructor/teacher which sees her and paints her in the nude afterwhich they have sex… It was surely an english movie and colored. There were also scenes like an asian boardmate that played the cello and a scene where the girl and the teacher make out or something in the kitchen while the teacher hosts a friendly dinner at his house for the girl.	https://en.wikipedia.org/wiki/Poison_Ivy_II:_Lily	Poison Ivy II: Lily
379	Seems like this might have been an afterdark horrorfest or similar… main scene I remember is a woman waking up hanging in a barn, her friend is hanging next to her, the “farmer” comes in a sharpens a knife and places a mask over the friends head and a bucket underneath I think he ends up killing the friend… later the woman gets away, but it turns out because the monster wasnt fed it comes out of the cellar and starts killing everyone… sorry I cant remember more… posted once before but went unanswered plz help me figure this one out… THANX	https://en.wikipedia.org/wiki/Rites_of_Spring_(film)	Rites of Spring (film)
553	The movie was in the 90’s maybe late 80’s. There were two kids swinging at their home while their mom was inside. A man pulled up. I think he may have been driving a station wagon. He took the two children. One of the kids mittens fell off and stayed stuck in the swing. The mother looked out and noticed them missing. When she went out all that was there was a glove/mitten in the chain of the swing. I am thinking the man that took them was bald on top but had gray hair on the sides with a full gray beard. I have been looking for title to this movie for yeara. Please help it is driving me nuts!	https://en.wikipedia.org/wiki/Where_Are_the_Children%3F	Where Are the Children%3F
498	I remember this movie from when I was younger.   I’ve no idea on the release or when exactly I watched it but it had to of been in the mid to late 80’s. Starts off with the inhabitants of a village all frantic to pack and flee as quickly as they can.   Every so many years this cult would return and bring evil with them. A young girls falls asleep or gets lost while playing with her friends in some tower or water mill type structure.  Her father stays behind searching for her. Two male backpackers traveling across the region wander into the village as the people are fleeing.  They disbelieve the legends told to them or could have not understood the meanings. The cult arrives after the dark falls and begins capturing villagers and hunting down anyone in the area.  Victims caught were hung on a cross and placed before a creature.  It would open its two arms wider revealing a third arm with three fingers extending from its chest.  When placed on the chest of the victim it would burn/brand them leaving a three fingered mark.  They would then become devoted followers. The father ends up being captured later on and he is branded. The two hikers are running down a stone staircase from some cultists when one of them falls.  With an injured leg he can no longer run so his friend pulls him aside and keeps running to lure away the cultists. I’ve no idea who stars in it,   was before my mind payed attention to those parts of the movie.  I’m sure there is more that happens but this bit is what my mind remembers the most.	https://en.wikipedia.org/wiki/Judgement_Day_(1988_film)	Judgement Day (1988 film)
555	I saw this clip on dailymotion. It seems to have been deleted now as I can’t find it. It was a color video. There is a half nude Arabian girl dancing around 5 men sitting on the floor, 3 of whom are playing instruments. There are two guest girls too who are also sitting and watching the dance. One of the girl hints the other girl about the dance. The other girl then stands up and starts stripping while dancing and gets full nude. The men also stand up and start clapping to encourage. The first guest girl also joins and starts stripping and dancing and gets full nude. Towards the end of the clip the music dies and the men form a canopy with their long robes and cover all the three girls. Can anyone help to identify the name of the movie?	https://en.wikipedia.org/wiki/Emanuelle_in_Bangkok	Emanuelle in Bangkok
1089	Caught on late afternoon tv in Greater New York/tri-state area in late ’60’s or very early ’70’s. All I remember is a dark scaly monster, the size of a large human, walking down a day-lit street with a bloody human head in its claw, palming it like a basketball. I was less than 12 years old; haven’t seen it since. Can’t speak to colors; only had black & white tv! Not much to go on, I know, but if anyone can help, please do!	https://en.wikipedia.org/wiki/The_Monster_of_Piedras_Blancas	The Monster of Piedras Blancas
969	i remember it being a postapocalypic type movie where hero fights a monster inside a thunderdome type arena. He fights a 5 headed beast, (snake I think) which is controlled by the boss. The boss dips his hand in a bowl with yellow liquid and controls the monster with his fingers, whenever the hero cuts a monster’s head he loses a finger	https://en.wikipedia.org/wiki/Your_Highness	Your Highness
937	Here is one I saw long ago >> 20 years on TV, probably a “Creature Double Feature”.  Hippy dirtbag guy finds this alien weapon.  He puts his arm into it and has a good time blasting stuff with the laser pulse.  It may have impregnated his palm with some sort of thing (maybe a gem or a scab).  Eventually he loses his humanity to the weapon and he becomes an alien (after he finds that he can no longer remove his arm).  I remember him blasting stuff like telephone poles maybe.  Gun looked like a tube that you stuck your forearm into…poor bastard.	https://en.wikipedia.org/wiki/Laserblast	Laserblast
466	Ok, so I think this was a mid to late 60’s detective caper. I’m picturing a rumpled B movie gumshoe ala Peter Falk or Alan Arkin (but not them), solving this case of disappearing models/actresses. It’s sketchy, but I remember one of the girls was strangled with a snake that was hidden in a fur coat. I remember the final scene in this space age looking lab with giant cryogenic capsules that were holding the starlets for the evil scientist’s future “use” The movie had a strong technicolor aspect- that’s pretty much all I got.	https://en.wikipedia.org/wiki/Kiss_the_Girls_and_Make_Them_Die	Kiss the Girls and Make Them Die
495	Movie series spanned across 6 VHS tapes that I would rent at a Video Connection while growing up. In color, in English, rented films, don’t remember if ever on TV, had to have been released very late 80s but possibly up to mid 90s, I believe I would have watched between 1995-98. I remember the 2nd film having like a large alien race with bald/possibly Conehead resemblances that captured the main protagonist. I can’t remember if he traveled via spaceship or what. But those large aliens in movie 2 put him in a large terrarium type of setting like what a tarantula would be in, but I don’t remember if there were any threats like spiders, snakes etc. Film 3 brought the protagonist to a town and I swear one of the characters in the third film was basically a real-life raggedy Anne doll or something. There were other helpers in this town; a convention or type of fall festival was ongoing while the guy visited in search of the crystal or whatever it was he was looking for. Can’t remember films 1, 4, or 6 for the life of me, but I remember that at the end of film 4 there was a preview for the 5th one that included their spaceship or perhaps a subway train or something being attacked by like brown worm like monsters which was going to stop or crash what the protagonist was riding in. I feel like at the beginning of the series he may have been in his room on a computer and brought aboard a spaceship to begin the adventure. He may be brown/darker haired and have a new partner or group of folks tagging along eacf film or a new partner coming on board for the remainder of the adventure. I’m thinking he wasn’t alone. I can’t remember completely but I believe the 2nd film had a yellow vhs box showing large hands reaching into the terrarium, and movie 3 may have been bright pink as the box with the raggtedy Anne character on the cover with the main character and a few others. The ultimate questbor goal was to reunite their crystal shards or collecting so many pieces of a shiny substance. I don’t think they traveled through time, though it is possible. I never got to watch or find out how the series ended because the video rental store never acquired a copy to my knowledge. Please help me as I’ve struggled remembering this from my childhood since I originally watched them back then. Thanks in advance!	http://en.wikipedia.org/wiki/Josh_Kirby…_Time_Warrior!	Josh Kirby… Time Warrior!
838	He meets this girl in a café basically, and he ends up going over to her place later. She has a roomate that is doing paper mache stuff. Rest may or may not be in order: There´s this gag throughout the movie about two guys in a van stealing stuff, among those the paper mache thing, and the main character calls them out for it but we learn those were friends of the roommate. I´m fairly sure the girl(might´ve been the roomate) dies at some point or in the midst of the movie. There´s a note that one of them have gone to a “hard rock” bar or disco, and the main character goes there, and in the party, some guys pin him down and attempt/or succesfully shave his head. Rest I can´t really recall, thanks in advance!	https://en.wikipedia.org/wiki/After_Hours_(film)	After Hours (film)
350	Well, there’s not much I remember but this was kinda a B movie. I remember a deaf-mute girl and his mother living in a barrack in swamps – crocodiles, and boats. I remember this little deaf-mute girl, dressed with a white short shirt, barefoot, that was eventually chased and raped by two bad redneck-style guys. Was a very hard scene – she was raped with a gun and shoot with the same gun. The movie itself was about this life in the swamp and all this weird people. Can’t find anywhere anything about this movie. I saw it about in the late ’70 – maybe 1980-1985 but I think it was made in the ’70.	https://en.wikipedia.org/wiki/%27Gator_Bait	%27Gator Bait
1099	All I remember about this movie is the music video that I used to watch in the early 80s. The movie was either from the late 70s or the early 80s. It was a wild comedy. I’m not sure about the plot but  judging from the scenes in the music video, it was people in a town and they were affectd by either a drug or some sort of magic that made them go crazy. There was a rock band or a concert or sthg. The lyrics were something like “it’s a crazy world” In the video there are a lot of people doing crazy stuff, and ther is a guy kicking a (fake) dog over a balcony.  It ends in a crescendo and the music is very cheerful	https://en.wikipedia.org/wiki/Get_Crazy	Get Crazy
567	Hi, new to this site, but a memory of a movie I saw in ~1986-1988 when I was 3 or four years is still bugging me.  My only recollection of this movie that it was a high fantasy, sword & sorcery type movie that was on network television (I didn’t have cable) during daylight hours.  All I remember is a man in a dark red cavern with a sword talking to what looked like a very large dragon or monster which made either a deep booming sound or actually talked to him.  The monster appeared to be several stories tall, and the scene took place toward the very end of the movie, because i remember it ended soon after.  I believe it was the climax of the movie.  I know it is not the movie “Legend”, but it may be similar to that. Thanks for your help, this has been bothering me for 25+ years.	https://en.wikipedia.org/wiki/Dragonslayer_(1981_film)	Dragonslayer (1981 film)
501	Could have been a made-for-TV movie about a family’s struggle to survive after an atomic explosion.  The youngest child dies after awhile from radiation. One scene, the mother runs back into their house to frantically search for the child’s favorite doll. The family finally leaves the area and at the end they find others who have come together to survive.	https://en.wikipedia.org/wiki/Testament_(1983_film)	Testament (1983 film)
230	I remember a horror movie from the early 70s (I think). I saw it on TV but it was definitely a movie – not a TV movie. It was in color. Story was (3) girls win a contest to go on vacation in a nice chalet. The girls get there and a nice couple pamper, spoil them and feed them. After the first night one of the girls goes missing and the family tells the remaining girls that the girl just went home but it becomes apparent later that the family are cannibals and are eating the girls. I remember one of the girls was black and I think she got eaten first. Only one girls survives. And I think the girls may have been college students. Not sure if it was American or foreign but it had that 70’s Italian Horror vibe to it.	https://en.wikipedia.org/wiki/Terror_at_Red_Wolf_Inn	Terror at Red Wolf Inn
565	Judging by the quality, I’d say this film was made in the 70s. It’s about a large American family who all come back home to attend the funeral of the youngest member, a guy who killed himself. After the funeral, which happens early in the film, they all go home, and from there it’s basically one of those films where everyone’s thinking about their life choices, etc. There’s a bit of tension because they’ve all got their own lives and live in different states so they don’t see each other a lot.	https://en.wikipedia.org/wiki/The_Big_Chill_(film)	The Big Chill (film)
349	All I can recall is a large weird gnarled tree/plant that was inside a living room and not much else unfortunately (it may have been an anthology but .  It was on British TV during the 80’s and I have not seen it since……	https://en.wikipedia.org/wiki/Tales_That_Witness_Madness	Tales That Witness Madness
924	A movie where a man comes home to a bulldozer crushing his house for a highway. He gets put in a nursing home, and the tenants steal a train.	https://en.wikipedia.org/wiki/Better_Late_Than_Never_(1979_film)	Better Late Than Never (1979 film)
437	I watched this movie in 1982 or earlier as a kid. It may have been a 70s movie. It was a movie in English, in colour. This is what I remember: There was a young guy, driving a (doubledecker?) bus or some sort of caravan. He may have been in a foreign country, in the countryside. He meets a pretty girl and wanted to ask her directions (I think). She doesn’t speak English, and she thought that the guy wants to marry her. So she happily brings him back to her village and introduces him to her father. They are gypsies or something like that. I don’t know if it’s a musical but I know there’s some singing in the movie. Can anyone help me? It’s been bugging me for years! Thanks in advance!	https://en.wikipedia.org/wiki/Summer_Holiday_(1963_film)	Summer Holiday (1963 film)
147	Watched part of a late night movie about early 80s.group of cowboys ride into a wooded valley and come across a wrecked wagon.they stay the night and find strange markings on their horses in the morning as though they are being watched.then I fell asleep. Anyone give me a title? Thanks	https://en.wikipedia.org/wiki/The_Shadow_of_Chikara	The Shadow of Chikara
344	I was born in 1982 and remember from some point from 83-87 this Japanese anime movie with animals (reminds me of Pokemon characters), a young girl who go out on adventure to save…something or someone. One vivid memory is a woman who “is” the sky, as in when, it is night, she turns day into night by sweeping across the sky with her dress or a cape and that is the “night.” Makes me think of Gaia in Greek Mythology. The animal characters do a lot of jumping from rock to rock and have wide, expressions and mouths. Does this ring a bell??	https://en.wikipedia.org/wiki/Unico#Anime	Unico#Anime
759	70’s sci-fi colour movie – member of group cuts off arm of another member to save his life because of blade tip is moving up his arm. Hi guys, I hope you can help me with this movie as it’s been stuck in my head for the last 30+ years. This is what I can remember; This is a sci-fi, I can’t remember where it is set or even if it’s on Earth, but there’s a group of people, maybe 6 or so. One of them is tough and has some sort of blades/knives as weapons. He can throw these and they come back to him – similar to a boomerang. One of the other members is a bit of a wimp (from memory). The wimpy guy takes/borrows one of these knives and I think he must throw it or something, anyway something happens and the tip of the knife sticks into his forearm. When the tough guy tries to pull the knife out, the tip breaks off and starts to travel up the wimpy guys arm. He decides to cut his arm off to save his life. That’s all I can remember. Except I think in another scene the knives are used to try and open a doorway to a cave or something. Any help would be appreciated Cheers, DrCarl.	https://en.wikipedia.org/wiki/Galaxy_of_Terror	Galaxy of Terror
354	I remember seeing a movie on TV (in the US, in English, in color) in the 70s or possibly early 80s. iirc it took place on Earth and there was an invasion of creatures that looked like flat, stingray-like things that moved slowly across the ground without any visible legs (kind of like flattened slugs). Each creature  had a single vertical stalk/appendage that it used to “look” around. The creatures didn’t have any eyes or discernible features and they were very alien looking. I don’t remember much else about it but it made an impression on me as a kid. I’m not sure if it was made for TV. Thanks!	https://en.wikipedia.org/wiki/Island_of_Terror	Island of Terror
738	In an apocalyptic/dystopian future, people can’t survive out in the sunlight (ozone layer was destroyed?). The parents of the protagonist raise him on plants grown in their home. Some crazy things happen which I can’t really remember, but at the end of the movie the parents have become clouds of spores or something, it’s revealed that the son can go outside safely and the parents give his girlfriend the ability to go outside as well. I saw the movie on TV, probably a movie channel, sometime between the late 80s and mid 90s. Any and all help is appreciated!	https://en.wikipedia.org/wiki/Habitat_(film)	Habitat (film)
701	Ok, so i remember seeing a trailer for this movie back in the day. Mid-late 80’s. It was a coming attractions trailer ona  rental from the video shop. All i can remember is a ferrel like child who grows up on the streets of Newyork? or someplace and lives off the land (so to speak). I think the trailer music was Wild Thing but not sure if the actual movie was called this. been bugging me for ages and cant find anything! Grrr!	https://en.wikipedia.org/wiki/Wild_Thing_(film)	Wild Thing (film)
339	I got another one for you guys…this one comes from my Aunt. She said she saw it some time in the 80’s, most likely mid-80’s It was in Color, and in English. The film was about a group of college kids who go out to this island to stay with a friend. One by one they all start dying…well, she said she thinks they’re all murdered, but she remembers one of them falling off a boat and getting killed by the propellers. She also remembers one of them being found dead in a well and she said it was a scary scene because someone goes down in the well to get the body and almost gets stuck. She doesn’t remember the ending very well, but said she thinks one of the friends is orchestrating all the killings.	https://en.wikipedia.org/wiki/April_Fool%27s_Day_(1986_film)	April Fool%27s Day (1986 film)
1040	Here’s the things that I remember: as kids me and my cousin found a random horror video and we became obsessed and watched it several times. The teens in the movie decide to host a horror movie fest in a theater.  The number one thing I remember about this movie is there was smell-o-vidion while they were watching the movies and I believe it may have been 3d as well. The teens I believe we’re in costumes and the majority died in the end.	https://en.wikipedia.org/wiki/Popcorn_(1991_film)	Popcorn (1991 film)
265	Late 70s early 80s…prologue has young boy playing with girl on beach. Girl disappears into ocean. Drowns? Years later boy comes back to seaside town as man and starts seeing the young girl now as mysterious woman that seems to come out of ocean and is friend to giant sea turtle. His buddy is the captain of a fishing boat (played by ex-football player?) and at end is dragged to bottom by the turtle. Its right at the front of my brain but I can’t Google the sucker…plus I’m liking the process of seeing who’s got more movie knowledge rolling around their skull. So…help me put my mind right and halp me out.	https://en.wikipedia.org/wiki/The_Bermuda_Depths	The Bermuda Depths
769	We watched this movie on christmas day and it was narrated by the boy who had become a man and was reminiscing.  It told of all the efforts he went to to get this bb gun for christmas	https://en.wikipedia.org/wiki/A_Christmas_Story	A Christmas Story
662	I watched this when I was under 10 yrs old and it was in the 80’s and in English. All I can remember is one scene. This group of 5 or 6 girls (high school or college age) convince this overweight girl to change into a bikini or skimpy outfit. They tell her to wait in a room. Next thing that happens is a guy that I think the girl likes, walks into the room and she’s mortified and he’s mad and feels bad for her. All the girls start laughing and the girl runs out of the room. Also, this scene was in the daytime. I remember it being very bright in the room from sunlight. I know it’s not much to go on, but I hope someone knows what this is from. It’s been driving me crazy trying to figure it out. Thanks	https://en.wikipedia.org/wiki/Highway_to_Heaven	Highway to Heaven
561	I believe it was somewhere mid-80’s to mid 90’s but not 100% sure. I do know I saw it in the 90’s as a kid. The scene I remember is a girl is sitting on a guy’s lap at some concert or party. They’re making out and she leans back. He sort of dips her and while she is upside down she sees the alien on the ground. I’m not sure if the alien kills her or what but when the guys pulls her back up she seems passed out so he just lets her drop to the ground and walks off to party elsewhere. I also believe there was a scene where a homeless man sleeping in the sewer was attacked by the alien but I could be mixing movies. Any ideas are appreciated. Thanks!	https://en.wikipedia.org/wiki/The_Hidden_II	The Hidden II
804	It is a horror movie where the female main protagonist is trying to wake up from a nightmare but everytime she wakes up shes still in a dream. The end scene is showing two guys looking like Ted Boys from the 50 going upstairs in a basement, while one is havine a hole where his ear should be. he snips at the hole and the ear appears.	https://en.wikipedia.org/wiki/Dream_Demon	Dream Demon
485	I don’t remember much more of this movie, but I always try to. I believe that they were aliens or monsters, the best way I could describe most of them is that they kind of looked like how the Power Rangers look when they have their suits on? And they seemed to be just fighting to the death in this warehouse or factory. I honestly wish I could remember more because I want to see this movie again so badly! I do remember them basically either being a side of good guys vs. bad guys, or them all fighting to the death.	https://en.wikipedia.org/wiki/The_Guyver	The Guyver
217	I remember a scene from a movie, but it has been years and I fear my memory may be playing tricks on me because I can’t seem to find this movie. What I remember is 80s or 90s style sci-fi. Not scary, a bit weird. There is group of kids/teens with people from the other world. One was dwarf-like. I recall towards the end of the movie, they are in an electronics store and there is a battle, maybe some lightning. They have a gold cylinder, about 2 feet long and 6 inches in diameter that when activated has spinning multi-color lights and plays a melody I can’t get out of my mind. I think it may be for traveling. That’s all I can remember, not much, but would love some help figuring this out if you have any ideas.	https://en.wikipedia.org/wiki/Masters_of_the_Universe	Masters of the Universe
696	I saw the last third of this movie late night in the late 90’s. I think on scifi channel. It was in English. In the scene I remember the mother and son in the house. Outside looked normal but the inside of the house morphed into a humid, moss coated jungle of cubby holes. The mother was telling the son something about staying there as her change was coming.(she too was in process of some type of change) He wanted her to leave with him as people outside wanted to harm them. I really want to figure this out. Please help…	https://en.wikipedia.org/wiki/Habitat_(film)	Habitat (film)
132	OK…here’s another one… 80’s slasher movie set at maybe a carnival, fair or some other end of school festival in a dark wooded park area with a pavilion or decorated tent. Not much else I remember except for towards the beginning there’s a party with a live band that looks like a bunch of undead gangsters that plays that 80’s retro rockabilly and had a stupid name like the Corpse Devilles (don’t hold me to that). Note: ‘The Funhouse'(1980) seems like a good possibility but not totally…and…band could be John Carpenter’s Coupe Devilles but they never did the costume thing.	https://en.wikipedia.org/wiki/Graduation_Day_(film)	Graduation Day (film)
781	I saw it on TV during the late 70’s or early 80’s. It was in English, and in color. I think it was a made for TV movie that consisted of a couple separate stories. I don’t remember the actors or much about the plot. In one of the stories, I think three deaths were predicted, and the prediction included the phrase, “one by land, two by sea, three by air.” Then, a man died in a skydiving accident. I think one of the other stories involved a bottomless pit in somebody’s back yard. A couple guys went down into it, and it was a doorway to hell. Thanks for your help!	https://en.wikipedia.org/wiki/Encounter_with_the_Unknown	Encounter with the Unknown
170	Back sometime in the 80’s (mid-80’s?), I remember seeing a made-for-tv movie with a title something like Wish Boy or Wish Child.  As far as I can remember, it was about an alien or some kind of genetically different child. I don’t remember any of the actors.  The only scenes I remember about it were a scene near the beginning when a man (who is friends with the wish boy or maybe the guy who found him?) is driving with a woman, and the woman gets freaked out for a moment when she realizes there’s this little weird dude in the car with them.  Then the man reassures her that he’s friendly. The other scene I remember was from maybe the climax of the movie.  The little wish boy is standing in a warehouse or something, waiting for the bad guys to approach.  He’s holding two wires behind his back, and at the right moment, he touches them and makes a big explosion. I’ve been wondering about this for decades.  Thanks.	https://en.wikipedia.org/wiki/Wishman	Wishman
887	There is a horror movie (color, 90s/2000s, English) about a group of movie actors who go to a rural setting (possibly Scotland/Ireland) to film a movie. There is an old woman and a strange man who run the place they are staying in. There is some sort of lore the old woman speaks of. The heroine ends up at the end of the film discovering a series of tunnels/caves where a pregnant woman is chained. There are psychodelic sequences scattered throughout the film in times of stress…I think including when the heroine is killing or trying to kill the captor/murderer.	https://en.wikipedia.org/wiki/Evil_Breed:_The_Legend_of_Samhain	Evil Breed: The Legend of Samhain
807	This was a movie definitely made in the 90s.  About a guy that left his little town when he was in high school because he beat up a football player who had hit his kid brother.  He used his karate skills and broke the guys nose.  Years later he comes back to town to find that it has been taken over by a bunch of kungfu masters.  He fights this really fat Asian guy at the end of the movie who is kicking his butt until he starts kicking the guy in his knees.	https://en.wikipedia.org/wiki/The_Perfect_Weapon_(1991_film)	The Perfect Weapon (1991 film)
352	I saw a part of a movie around the early 90s ( was definitely filmed around then as well or maybe even late 80s and was in english ). I vaguely remember a girl with short hair eating part of something in class that was being dissected to gross out a blonde snobby girl who vomited upon seeing this. Any help solving this would be much appreciated. Thanks ahead of time!	https://en.wikipedia.org/wiki/Rock_%27n%27_Roll_High_School_Forever	Rock %27n%27 Roll High School Forever
